N,P,K,temperature,humidity,ph,rainfall,label
22.5,123.4,217.4,12.0,88.09,6.65,107.07,Apple
15.3,45.5,25.6,26.69,94.36,7.3,45.29,Mungbean
37.2,79.5,74.7,21.06,27.54,7.83,96.06,Chickpea
102.7,66.9,34.1,28.43,47.82,7.0,79.7,Cotton
17.6,7.9,18.5,19.22,93.54,7.98,127.36,Orange
118.9,34.8,28.5,25.73,75.69,6.36,192.61,Coffee
41.6,70.9,23.5,26.47,69.13,6.59,74.31,Blackgram
99.2,37.7,25.0,32.71,77.46,6.08,222.78,Sugarcane
88.7,37.7,43.3,36.05,90.94,6.38,227.21,Jute
67.8,39.5,51.0,35.08,91.28,6.9,249.43,Jute
15.1,78.7,19.7,18.9,32.78,6.14,151.76,Pigeonpeas
23.4,55.7,17.8,23.7,64.64,6.76,143.97,Pigeonpeas
28.3,122.2,215.1,21.93,80.45,6.05,104.74,Apple
112.4,67.3,35.7,12.86,54.15,6.46,102.43,Wheat
12.1,10.0,45.7,24.57,91.78,7.46,51.27,Pomegranate
100.2,55.9,54.0,25.37,78.36,6.59,131.8,Banana
101.2,49.6,33.1,34.96,85.68,7.17,175.79,Sugarcane
15.4,5.7,5.2,12.63,84.84,7.38,107.43,Orange
80.3,64.6,38.9,22.69,66.75,6.77,118.86,Maize
15.6,128.1,219.3,17.04,88.46,6.69,102.74,Apple
29.6,52.2,63.7,29.52,77.67,6.38,84.46,Groundnut
30.7,63.1,25.3,25.64,62.28,4.63,30.39,Mothbeans
71.2,40.6,46.5,24.7,89.98,6.22,204.08,Jute
30.5,117.2,185.7,28.96,88.6,6.1,72.32,Grapes
29.5,149.7,196.1,19.53,80.66,5.79,133.03,Apple
19.4,17.9,47.8,32.15,72.58,5.15,194.27,Coconut
20.9,13.8,16.5,17.79,91.91,7.91,109.51,Orange
16.5,14.7,16.0,20.56,84.41,6.81,113.76,Orange
23.0,44.1,80.1,28.46,68.5,5.9,70.12,Groundnut
41.0,73.2,52.6,37.97,81.18,6.12,176.13,Papaya
17.6,56.9,16.4,20.73,48.3,7.38,134.1,Pigeonpeas
27.9,58.9,17.4,28.79,47.19,5.05,47.31,Mothbeans
117.4,45.3,18.3,18.47,74.29,6.8,113.94,Wheat
118.4,20.3,47.3,30.42,85.03,5.52,175.24,Sugarcane
30.2,58.2,20.5,22.97,54.72,6.41,129.77,Pigeonpeas
24.8,81.2,29.6,18.67,47.0,6.5,37.68,Lentil
19.4,141.2,206.6,10.74,80.68,5.86,102.35,Apple
19.0,82.7,17.7,21.46,45.98,6.67,43.92,Lentil
22.9,22.7,28.4,25.19,55.04,5.79,83.0,Mango
19.0,141.2,214.3,19.22,87.54,5.77,159.55,Apple
128.5,20.0,36.5,23.44,60.24,6.67,148.41,Coffee
29.1,142.5,197.3,19.82,94.26,6.74,152.82,Apple
41.9,71.1,77.1,23.55,18.8,6.24,91.14,Chickpea
16.1,37.2,41.9,27.61,61.86,5.75,72.57,Mango
54.8,69.3,87.6,19.35,18.55,7.12,95.04,Chickpea
28.0,120.6,194.9,10.84,85.91,6.41,104.17,Apple
96.5,52.6,48.0,33.82,83.67,6.41,227.61,Jute
26.4,68.0,15.3,24.9,30.19,7.66,30.57,Lentil
47.9,69.7,27.4,26.02,59.83,7.04,79.34,Blackgram
125.6,17.0,41.0,15.79,71.74,6.91,153.28,Coffee
121.5,47.7,35.6,17.78,70.16,7.12,73.71,Wheat
97.4,56.0,44.7,30.61,93.03,5.77,207.86,Jute
94.4,28.1,26.3,25.86,58.89,6.81,136.17,Coffee
69.1,43.7,36.6,21.86,77.02,5.92,256.28,Rice
36.8,79.9,72.5,25.83,37.38,6.63,74.86,Chickpea
95.5,36.9,36.5,24.24,82.68,5.55,208.19,Jute
20.6,130.9,192.7,10.87,91.58,5.89,128.4,Apple
21.5,122.2,204.3,19.2,82.25,5.62,77.12,Grapes
125.5,49.1,25.2,13.68,73.66,6.46,84.48,Wheat
25.0,136.3,199.7,33.92,88.81,6.96,74.93,Grapes
34.7,105.1,201.4,35.73,87.01,5.76,98.36,Grapes
43.8,67.7,19.4,26.3,77.06,6.68,73.39,Blackgram
25.6,129.7,214.0,21.35,72.55,5.51,80.54,Grapes
16.3,55.2,18.9,29.15,57.5,3.69,54.26,Mothbeans
24.8,73.1,32.8,35.25,39.31,6.4,166.65,Pigeonpeas
82.6,41.5,49.0,26.14,78.36,6.41,269.75,Rice
64.6,43.8,44.6,31.42,86.68,6.13,224.79,Jute
87.1,46.4,49.5,27.82,78.87,7.11,77.43,Maize
106.2,58.9,46.4,25.77,71.13,5.66,109.74,Banana
86.3,79.8,53.5,25.93,83.79,6.28,132.99,Banana
34.2,132.7,205.3,19.69,87.19,6.27,159.88,Apple
22.3,8.7,6.6,30.47,88.51,7.98,123.41,Orange
128.1,65.1,29.4,23.41,74.99,7.01,68.87,Wheat
31.9,84.2,24.3,34.18,45.83,5.78,165.03,Pigeonpeas
32.8,62.3,16.4,34.24,89.18,6.14,37.51,Mungbean
70.6,38.3,43.7,25.83,81.27,6.41,241.37,Rice
32.8,140.9,202.2,17.86,93.66,6.62,142.85,Apple
21.7,56.5,26.0,30.05,87.96,7.33,59.81,Mungbean
100.9,36.3,38.2,26.24,55.57,6.8,171.95,Coffee
91.7,34.6,34.5,22.75,66.14,5.63,132.62,Coffee
14.2,16.3,53.3,29.62,82.07,5.88,38.45,Pomegranate
15.6,62.0,73.4,32.79,57.47,5.93,75.21,Groundnut
19.5,61.0,84.7,25.53,79.0,7.01,54.42,Groundnut
14.1,64.4,66.0,25.91,66.96,7.38,79.01,Groundnut
30.0,58.8,22.9,27.26,52.58,4.5,62.19,Mothbeans
115.3,64.3,24.7,19.96,70.52,7.47,84.67,Wheat
46.2,75.2,78.3,23.55,45.66,7.89,57.21,Chickpea
84.5,64.6,48.1,20.06,91.34,5.95,259.61,Rice
126.9,60.4,65.9,25.21,77.2,5.79,104.07,Banana
32.6,55.3,91.6,15.79,44.84,6.63,95.09,Chickpea
99.3,45.5,44.0,30.44,89.92,5.73,219.62,Sugarcane
24.4,40.6,29.0,25.95,57.44,4.4,62.0,Mothbeans
111.0,60.3,33.0,19.91,70.96,6.94,113.24,Wheat
25.8,61.5,27.2,30.49,88.66,7.04,38.92,Mungbean
34.7,17.5,46.1,30.71,79.74,6.19,232.4,Coconut
18.0,51.1,21.3,31.34,81.2,7.14,43.83,Mungbean
133.7,64.2,33.2,23.39,47.41,6.3,59.6,Cotton
21.8,64.6,69.4,28.12,69.31,7.12,55.0,Groundnut
23.4,36.3,76.1,27.28,65.87,6.17,90.26,Groundnut
23.5,45.1,72.6,31.12,63.49,6.73,68.17,Groundnut
89.6,56.6,49.8,31.3,75.94,6.68,229.88,Jute
21.4,60.0,23.7,25.39,58.11,5.25,55.54,Mothbeans
145.3,69.3,26.4,24.2,54.52,6.28,65.06,Cotton
12.9,65.0,20.3,26.94,43.49,6.85,41.81,Lentil
31.5,136.0,190.0,13.56,89.08,6.05,104.99,Apple
120.1,43.8,49.7,32.16,78.98,6.59,198.47,Sugarcane
18.0,83.2,30.0,20.34,55.2,6.44,30.5,Lentil
128.8,37.7,31.6,22.05,61.2,5.71,163.31,Coffee
78.4,42.9,39.9,24.49,80.25,6.38,287.74,Rice
29.5,144.4,185.6,24.85,87.38,5.92,87.97,Grapes
46.6,62.3,29.4,26.16,62.6,7.11,74.85,Blackgram
90.1,23.9,41.5,33.94,91.11,6.15,152.19,Sugarcane
76.6,53.9,38.9,25.57,84.89,5.87,258.73,Rice
61.4,58.0,62.9,36.68,88.87,6.92,179.65,Papaya
31.1,80.9,22.4,35.47,32.21,6.39,145.02,Pigeonpeas
17.6,83.7,17.5,33.62,49.34,6.24,138.92,Pigeonpeas
16.8,52.8,84.8,25.98,75.95,6.95,63.93,Groundnut
28.5,65.1,28.4,21.06,54.21,6.97,46.47,Lentil
24.0,77.3,24.6,26.99,56.72,6.13,179.95,Pigeonpeas
29.6,15.5,44.4,26.43,91.79,6.64,241.94,Coconut
34.0,19.5,36.9,26.72,72.47,6.45,106.42,Mango
39.1,65.4,28.4,31.42,59.35,6.43,69.04,Blackgram
34.9,12.1,28.2,30.63,82.99,6.26,184.03,Coconut
15.1,59.4,27.1,31.24,59.31,3.59,37.31,Mothbeans
16.8,37.9,68.6,27.86,63.78,6.82,62.38,Groundnut
23.7,135.8,186.4,34.01,88.05,6.65,68.82,Grapes
6.2,15.3,37.0,33.52,92.05,5.52,42.76,Pomegranate
99.2,51.1,53.8,20.92,94.41,5.77,295.5,Rice
29.5,75.1,22.8,24.93,56.51,7.52,33.95,Lentil
88.7,57.0,46.5,29.7,58.27,6.24,93.7,Maize
122.6,59.0,32.6,23.21,57.89,6.56,96.82,Cotton
10.5,48.6,79.3,31.99,65.13,7.08,68.52,Groundnut
124.2,21.0,38.6,25.2,77.38,6.32,205.07,Sugarcane
97.4,15.6,39.6,23.61,83.21,6.55,126.41,Coffee
18.6,32.7,26.5,34.73,76.67,5.93,133.72,Mango
11.0,17.6,48.4,19.17,92.38,6.5,59.16,Pomegranate
38.1,19.6,53.6,27.96,68.9,6.71,114.71,Mango
30.8,22.6,36.3,25.3,81.88,5.7,179.96,Coconut
27.1,61.3,20.4,25.95,83.96,6.5,56.65,Mungbean
68.4,54.8,38.1,21.39,76.5,5.5,234.06,Rice
90.8,52.6,23.5,16.44,68.04,7.17,89.73,Wheat
129.1,27.5,41.2,23.14,81.36,6.84,185.19,Coffee
119.4,29.9,27.8,25.82,91.28,6.44,236.64,Sugarcane
114.0,61.8,62.7,34.51,90.92,5.73,85.67,Banana
5.9,12.0,38.1,24.31,88.39,5.95,55.15,Pomegranate
41.2,72.1,62.2,32.54,80.63,7.08,123.65,Papaya
81.7,42.6,43.8,20.29,63.92,7.06,111.95,Maize
125.3,79.2,50.9,32.01,74.22,6.1,110.02,Banana
24.2,43.6,84.3,31.71,72.32,6.83,57.67,Groundnut
79.5,57.7,48.8,25.17,84.82,6.69,191.17,Rice
38.6,16.6,53.2,29.19,79.85,6.05,121.22,Mango
95.4,28.0,23.6,24.05,87.15,7.15,219.69,Sugarcane
99.8,49.3,23.5,16.0,54.2,6.77,57.98,Wheat
90.6,51.5,64.3,28.23,71.39,5.61,146.63,Banana
46.2,75.4,77.9,15.1,36.34,7.42,67.92,Chickpea
22.7,55.8,18.2,21.64,47.53,6.52,51.63,Lentil
88.5,62.8,40.9,27.52,67.72,5.74,72.06,Maize
80.7,36.5,40.0,26.79,84.13,6.7,260.11,Rice
22.1,138.5,199.9,13.66,80.08,6.84,111.17,Apple
127.6,40.4,25.6,25.57,69.44,6.03,90.66,Cotton
50.7,67.0,46.9,26.46,93.21,7.13,137.24,Papaya
122.9,61.7,72.3,28.93,94.45,5.88,86.32,Banana
10.5,8.8,53.4,28.92,80.5,6.05,49.15,Pomegranate
25.5,12.2,9.6,32.67,83.58,6.63,92.78,Orange
8.7,17.6,47.8,34.23,82.87,7.01,35.31,Pomegranate
39.5,33.0,34.9,30.94,78.89,6.73,97.68,Mango
99.4,38.0,43.1,22.71,92.23,5.87,202.83,Rice
27.0,149.1,207.9,26.98,89.45,6.54,73.28,Grapes
68.9,55.8,41.1,24.65,84.47,6.3,231.06,Rice
19.9,21.0,52.3,33.42,60.25,6.84,122.53,Mango
20.3,36.8,63.0,27.02,56.66,6.84,87.73,Groundnut
11.0,9.5,43.7,23.3,93.83,6.85,50.9,Pomegranate
32.1,59.2,22.7,24.17,52.61,3.61,35.4,Mothbeans
33.7,77.2,93.6,17.28,30.52,7.34,88.03,Chickpea
82.9,39.0,47.6,24.51,84.31,5.58,175.83,Jute
21.8,39.5,74.3,25.04,79.5,5.58,73.53,Groundnut
100.6,75.2,66.5,33.77,90.51,6.74,128.89,Banana
13.4,10.2,39.2,35.73,85.54,6.08,42.61,Pomegranate
109.2,48.3,22.1,33.56,82.51,7.23,188.17,Sugarcane
31.1,60.6,18.0,28.93,63.86,3.68,59.62,Mothbeans
15.8,17.0,36.8,30.69,93.68,7.03,52.12,Pomegranate
72.6,60.4,49.4,22.4,81.19,6.11,228.29,Rice
25.5,61.2,17.7,18.31,48.06,7.69,53.38,Lentil
90.9,60.5,47.0,20.97,94.68,6.67,221.66,Rice
74.2,58.2,43.0,25.72,72.33,6.72,71.54,Maize
58.9,70.9,70.1,20.77,15.97,7.81,78.17,Chickpea
17.6,5.0,40.5,24.31,85.12,6.64,57.85,Pomegranate
95.8,61.6,34.0,22.47,50.9,6.1,94.18,Wheat
30.4,132.2,216.7,19.13,81.72,6.85,80.74,Grapes
99.1,50.7,40.7,20.8,78.88,5.84,201.53,Rice
62.2,38.7,28.8,19.98,63.07,6.92,80.76,Maize
32.3,56.8,18.7,18.11,36.15,5.9,128.63,Pigeonpeas
17.8,49.8,84.3,29.94,63.82,7.46,66.02,Groundnut
100.8,52.3,68.0,31.77,92.18,5.54,127.69,Banana
66.1,58.2,57.6,26.91,89.27,6.07,126.87,Papaya
68.9,35.1,25.6,21.58,71.84,6.59,91.92,Maize
86.0,42.5,27.8,26.83,67.48,6.27,93.7,Maize
82.1,53.2,63.9,33.71,92.77,5.74,100.45,Banana
88.5,58.4,47.7,26.61,85.6,5.94,184.53,Jute
15.7,75.2,28.9,24.04,58.11,7.21,167.05,Pigeonpeas
20.8,48.3,16.6,25.24,60.93,3.9,49.45,Mothbeans
14.8,52.1,62.5,29.63,55.35,5.93,59.58,Groundnut
99.4,50.3,45.4,33.25,84.94,6.92,232.02,Jute
24.4,15.3,36.7,32.34,80.53,6.92,223.77,Coconut
28.9,17.2,27.7,32.3,85.72,6.97,182.88,Coconut
27.0,5.2,5.6,17.08,88.9,6.11,102.23,Orange
25.6,138.3,208.2,23.43,90.12,6.82,131.41,Apple
101.8,69.4,46.1,26.59,73.41,5.89,136.25,Banana
24.3,6.6,47.2,25.88,81.81,6.48,244.85,Coconut
112.3,49.3,26.0,18.95,68.31,6.14,70.66,Wheat
27.1,64.4,20.6,28.38,44.56,6.34,45.76,Lentil
122.7,35.7,27.4,24.99,62.47,6.66,155.44,Coffee
25.7,37.3,79.4,31.06,56.06,5.72,89.65,Groundnut
24.7,13.7,49.8,25.85,86.06,5.83,179.28,Coconut
122.3,70.6,68.8,28.19,81.96,6.6,98.25,Banana
29.5,6.5,8.3,34.48,86.3,7.09,96.64,Orange
30.9,115.1,206.9,23.36,87.5,5.75,77.85,Grapes
18.3,7.7,40.9,30.56,83.97,6.48,53.15,Pomegranate
29.1,38.3,66.9,30.58,67.41,7.25,76.03,Groundnut
32.3,59.8,26.2,29.19,47.55,3.99,30.66,Mothbeans
28.3,129.0,214.5,13.57,81.56,6.87,139.7,Apple
5.8,15.6,38.6,20.53,84.73,5.95,37.53,Pomegranate
71.5,56.4,33.7,23.31,61.41,6.46,72.12,Maize
21.3,62.9,23.5,29.6,40.19,5.07,68.17,Mothbeans
89.2,38.2,42.7,31.81,92.07,6.26,188.47,Jute
33.8,44.4,23.2,31.54,62.37,3.97,62.31,Mothbeans
85.6,46.0,39.0,32.54,90.1,5.93,153.36,Jute
48.3,70.3,51.3,25.83,82.7,7.15,136.57,Papaya
61.6,75.3,46.5,26.65,82.71,6.07,140.98,Papaya
93.7,44.7,35.2,30.26,73.1,5.56,187.25,Sugarcane
85.6,38.3,43.7,23.63,94.08,6.81,211.61,Rice
21.4,7.7,13.9,23.57,85.72,7.69,117.54,Orange
20.1,146.3,209.5,10.25,81.86,6.35,102.38,Apple
60.6,57.9,45.0,32.85,81.82,6.15,132.26,Papaya
148.7,44.1,21.4,34.31,50.02,6.63,98.23,Cotton
30.7,71.6,26.5,23.96,36.8,5.75,139.31,Pigeonpeas
103.0,24.3,40.3,20.6,76.78,6.41,165.05,Coffee
24.0,12.3,38.1,28.84,89.78,6.02,243.47,Coconut
64.9,60.6,36.3,28.78,66.13,5.68,100.92,Maize
16.4,12.4,10.4,30.96,85.86,6.98,90.88,Orange
36.7,44.4,31.1,28.69,66.03,5.88,69.78,Mango
64.7,35.2,48.1,32.94,77.9,6.04,165.48,Jute
79.1,41.0,49.1,21.85,71.15,7.32,65.37,Maize
13.4,11.5,42.0,18.46,85.49,6.43,56.8,Pomegranate
123.8,25.4,22.9,23.66,76.47,7.12,226.29,Sugarcane
15.6,35.7,73.5,28.56,71.79,5.67,75.59,Groundnut
95.4,47.2,47.4,21.24,93.6,6.8,297.14,Rice
19.5,122.3,215.2,16.22,94.29,6.13,122.75,Apple
24.2,46.0,74.7,28.52,78.94,5.86,67.74,Groundnut
35.9,56.1,27.3,29.31,62.12,6.11,66.29,Blackgram
87.3,45.9,30.1,21.12,66.39,6.27,104.1,Wheat
19.6,48.0,24.9,28.66,92.32,7.18,41.26,Mungbean
26.3,81.6,34.8,33.96,32.41,5.77,138.01,Pigeonpeas
27.1,61.7,26.2,25.02,55.37,5.08,65.55,Mothbeans
111.0,47.2,37.8,13.72,61.53,6.38,67.87,Wheat
19.7,120.1,219.8,8.27,88.38,6.94,155.25,Apple
23.5,138.5,192.7,8.82,86.11,5.96,138.0,Apple
135.2,46.2,30.0,32.51,46.56,6.2,93.6,Cotton
102.2,60.8,37.6,12.55,69.9,6.44,76.24,Wheat
47.0,67.4,91.2,23.71,36.95,7.78,98.96,Chickpea
18.1,31.8,30.8,31.42,67.31,5.61,111.32,Mango
29.7,108.5,195.0,27.71,73.96,5.77,97.94,Grapes
125.3,33.7,29.5,31.3,89.47,6.48,213.1,Sugarcane
122.1,53.3,48.2,31.11,89.55,6.92,137.65,Banana
31.2,79.2,17.1,19.34,43.07,5.81,168.09,Pigeonpeas
17.8,147.4,190.7,14.83,82.21,6.48,113.55,Apple
21.5,18.0,44.8,30.33,80.02,5.83,200.71,Coconut
69.9,51.7,30.6,29.67,62.44,6.08,72.44,Maize
27.1,39.3,65.7,26.0,58.26,5.66,84.54,Groundnut
110.4,47.2,19.0,18.61,63.81,6.14,119.46,Wheat
117.7,62.7,51.8,33.02,80.34,6.11,112.11,Banana
76.7,39.5,34.4,27.05,66.84,7.2,78.04,Maize
75.4,52.3,40.1,25.67,75.03,6.89,244.61,Rice
129.9,49.7,22.7,25.79,54.69,6.17,95.06,Cotton
24.8,75.7,24.8,20.94,50.69,6.91,31.21,Lentil
102.7,58.2,17.5,20.42,71.32,6.98,103.83,Wheat
45.6,63.4,22.4,28.95,65.88,7.58,56.16,Blackgram
71.8,38.8,43.4,27.52,88.55,6.85,253.86,Rice
101.4,28.8,39.9,29.8,74.99,5.55,167.08,Sugarcane
63.5,55.1,29.6,19.69,63.09,6.0,75.65,Maize
100.8,32.9,39.5,18.03,59.52,6.24,147.35,Coffee
18.0,16.6,48.1,25.37,73.54,6.31,181.26,Coconut
26.0,41.5,18.2,31.67,82.89,6.79,40.33,Mungbean
22.2,110.8,181.4,26.9,74.32,6.55,93.46,Grapes
44.8,76.2,26.8,33.3,60.55,7.88,68.65,Blackgram
18.9,57.8,16.0,24.81,60.43,3.86,34.97,Mothbeans
26.9,21.7,42.5,31.16,77.81,6.63,212.68,Coconut
25.6,62.6,65.1,32.21,59.62,6.2,54.54,Groundnut
123.3,48.5,31.9,26.25,58.83,6.02,60.03,Cotton
79.3,47.0,39.2,26.1,90.83,5.53,154.31,Jute
69.7,41.1,41.2,29.07,76.18,5.68,103.48,Maize
80.0,36.4,28.4,22.0,66.84,6.41,96.38,Maize
126.0,63.6,65.2,26.19,87.84,5.79,140.34,Banana
89.2,40.4,30.1,23.16,78.88,6.99,180.71,Sugarcane
92.8,65.0,28.7,20.73,63.19,6.17,70.17,Wheat
83.8,53.6,43.4,24.67,85.46,6.9,204.51,Rice
25.0,16.3,50.9,24.28,63.11,6.33,137.37,Mango
27.1,103.9,185.0,11.08,80.97,5.6,85.61,Grapes
56.8,58.4,46.3,30.56,85.64,6.11,124.69,Papaya
97.0,61.3,25.2,24.82,57.68,7.47,77.07,Maize
31.5,6.0,28.7,31.53,70.92,6.71,206.71,Coconut
12.2,59.0,26.2,21.89,53.26,6.83,34.55,Lentil
30.7,58.1,84.0,24.14,25.71,7.98,88.54,Chickpea
34.6,73.7,29.7,18.35,43.32,7.31,142.8,Pigeonpeas
15.3,78.7,28.2,21.11,50.75,5.87,125.69,Pigeonpeas
30.3,67.4,21.6,27.82,59.06,7.43,66.23,Blackgram
86.0,51.3,39.4,24.71,91.19,5.51,276.7,Rice
23.5,10.6,14.5,11.61,82.51,6.07,110.45,Orange
14.8,7.0,49.8,22.86,81.27,5.65,58.88,Pomegranate
24.8,59.7,22.9,26.58,52.48,4.73,63.53,Mothbeans
85.8,68.9,18.5,23.6,71.5,7.09,118.6,Wheat
20.5,13.5,47.6,32.7,78.09,5.32,129.62,Coconut
16.0,81.0,18.7,21.3,46.84,6.62,43.2,Lentil
25.4,40.6,21.1,30.39,51.51,4.74,41.4,Mothbeans
32.3,9.7,42.6,28.94,77.95,5.77,169.6,Coconut
36.2,75.7,93.1,15.07,23.41,7.63,91.57,Chickpea
148.7,42.5,16.9,23.74,65.5,6.15,78.39,Cotton
21.0,128.8,196.4,19.81,88.53,5.83,118.29,Apple
52.4,76.2,94.5,27.05,24.22,6.74,95.0,Chickpea
99.6,51.3,37.3,29.26,76.28,6.44,71.57,Maize
17.3,8.4,35.0,28.01,88.65,6.5,189.23,Coconut
89.5,36.7,36.8,27.7,90.74,6.87,184.81,Jute
18.1,135.0,213.0,11.78,90.17,6.01,158.59,Apple
104.7,51.4,26.1,22.73,45.24,6.34,74.99,Cotton
40.4,84.6,81.4,28.79,20.36,7.07,68.01,Chickpea
99.8,16.8,40.5,19.2,82.72,5.63,173.74,Coffee
30.7,58.7,24.1,32.19,94.83,6.47,50.17,Mungbean
13.9,61.6,16.9,29.31,36.77,6.16,32.84,Lentil
66.1,57.9,45.8,26.23,85.61,5.5,218.9,Rice
20.7,55.7,22.2,26.71,38.79,6.8,54.67,Lentil
77.1,49.9,49.3,29.3,71.78,7.07,79.12,Maize
18.4,17.5,38.3,28.22,67.52,6.43,115.9,Mango
18.9,123.3,192.3,17.65,92.7,5.54,116.93,Apple
12.3,61.9,78.0,29.74,63.15,5.9,83.84,Groundnut
16.5,9.4,12.2,18.28,80.91,7.48,116.98,Orange
53.5,60.9,80.3,22.03,45.38,6.26,96.56,Chickpea
58.9,67.7,86.0,27.98,24.81,7.45,63.79,Chickpea
97.0,45.9,36.3,26.88,72.0,5.56,188.43,Jute
27.9,55.0,27.2,30.77,64.48,4.23,60.43,Mothbeans
89.4,45.0,26.1,24.55,75.34,5.85,106.75,Maize
122.9,59.9,22.2,22.82,58.36,6.44,71.48,Cotton
86.1,41.3,52.1,29.51,79.14,5.91,218.06,Jute
19.4,19.6,41.2,31.78,92.02,6.42,36.61,Pomegranate
35.0,58.6,26.0,31.84,81.99,6.33,58.78,Mungbean
72.3,53.1,35.7,26.28,63.79,5.58,112.2,Maize
39.9,41.4,51.4,24.78,54.33,7.35,131.54,Mango
16.2,16.7,40.5,30.09,89.07,7.32,57.13,Pomegranate
99.9,22.1,37.5,16.71,80.16,5.54,173.08,Coffee
16.3,61.5,19.0,27.86,41.65,4.44,69.25,Mothbeans
37.6,60.5,21.3,33.25,79.49,6.64,66.69,Blackgram
110.9,77.2,56.1,31.84,81.45,5.52,89.32,Banana
135.2,40.0,24.5,23.73,50.65,7.36,50.46,Cotton
29.7,77.1,18.9,32.38,39.89,7.08,145.38,Pigeonpeas
30.5,58.8,21.8,28.2,73.63,6.2,59.39,Blackgram
21.8,33.8,33.8,35.0,70.94,6.94,79.55,Mango
112.0,46.6,33.4,25.45,76.24,5.64,175.67,Sugarcane
118.5,24.3,42.0,21.39,59.13,5.79,122.58,Coffee
32.9,18.9,31.3,29.67,93.4,6.28,239.95,Coconut
29.4,46.5,77.0,26.22,70.55,5.69,53.83,Groundnut
16.5,72.2,22.3,22.13,48.86,7.63,47.32,Lentil
22.8,126.4,191.3,27.5,73.9,6.78,75.75,Grapes
117.6,15.3,29.2,22.55,64.76,6.42,140.78,Coffee
90.2,63.5,39.0,20.16,78.05,5.69,260.34,Rice
30.1,59.1,22.6,24.83,35.97,5.54,161.29,Pigeonpeas
41.7,60.8,90.9,16.06,48.72,6.55,94.63,Chickpea
19.5,51.0,22.3,27.73,51.63,5.26,48.53,Mothbeans
18.1,146.4,191.0,20.02,87.55,5.52,149.96,Apple
120.6,20.7,21.9,33.73,81.09,5.76,240.51,Sugarcane
78.0,51.5,54.1,25.75,82.47,6.3,154.86,Jute
18.7,49.9,81.2,31.3,76.01,6.57,64.37,Groundnut
8.1,15.5,45.1,32.94,91.91,5.68,60.94,Pomegranate
34.3,35.9,31.3,29.4,66.75,6.25,111.98,Mango
5.6,11.4,38.4,32.46,87.31,7.0,51.88,Pomegranate
37.5,66.8,25.5,27.64,62.09,7.96,57.99,Blackgram
22.6,12.6,44.2,34.12,84.14,6.32,139.51,Coconut
44.3,75.3,59.7,37.86,83.16,6.78,154.51,Papaya
99.7,46.5,46.7,28.88,64.39,6.87,99.71,Maize
124.0,78.1,55.9,32.16,90.53,5.53,147.68,Banana
49.9,60.7,24.1,28.26,71.56,7.82,71.25,Blackgram
42.5,77.4,56.9,29.81,89.74,6.57,146.32,Papaya
26.6,148.8,198.4,9.45,94.92,5.77,123.1,Apple
32.8,43.5,26.5,26.36,57.18,4.22,51.71,Mothbeans
95.2,56.0,40.5,20.08,93.96,5.63,266.41,Rice
30.6,58.2,23.5,24.54,64.2,5.37,45.12,Mothbeans
23.1,54.8,28.7,27.88,83.74,7.28,33.74,Mungbean
74.5,59.0,42.0,29.43,58.57,6.72,106.88,Maize
17.3,53.6,69.1,26.4,68.97,5.63,85.47,Groundnut
27.0,49.7,18.2,24.8,42.05,4.92,47.7,Mothbeans
31.4,82.9,26.7,21.27,61.29,7.44,176.8,Pigeonpeas
80.2,64.0,30.4,22.23,56.26,6.49,112.94,Maize
94.1,52.3,23.5,19.17,69.73,6.97,54.61,Wheat
25.3,15.9,5.3,34.47,92.84,7.32,95.67,Orange
18.9,9.1,51.4,33.63,88.77,6.11,54.98,Pomegranate
10.8,15.1,38.0,24.07,94.01,6.68,37.9,Pomegranate
28.9,146.4,213.7,15.29,90.62,6.29,118.2,Apple
22.9,66.7,22.1,29.42,38.24,7.29,39.7,Lentil
90.2,56.5,38.2,17.26,67.46,6.18,118.12,Wheat
72.8,52.9,41.8,21.85,62.54,5.79,99.61,Maize
25.4,11.8,17.7,34.18,81.82,6.75,114.72,Orange
30.6,79.2,73.6,21.9,39.87,7.08,61.35,Chickpea
91.2,70.6,49.7,29.95,85.74,6.29,100.35,Banana
28.4,47.1,72.5,26.16,66.45,6.14,50.21,Groundnut
40.3,70.0,28.6,28.89,79.96,6.23,79.49,Blackgram
69.5,64.2,48.9,30.67,80.87,6.35,155.32,Papaya
16.4,78.5,20.0,28.67,31.03,7.74,57.41,Lentil
75.8,58.8,33.5,29.27,73.87,5.9,90.55,Maize
112.3,58.8,26.9,24.54,47.67,6.61,97.44,Cotton
110.1,47.6,49.0,24.87,84.14,7.37,164.06,Sugarcane
90.5,49.9,37.9,23.99,62.71,5.55,116.71,Maize
145.0,56.9,15.7,34.07,52.86,7.92,79.35,Cotton
47.0,62.3,55.1,36.57,91.74,6.09,166.31,Papaya
110.6,66.0,32.8,28.18,46.16,6.15,96.28,Cotton
27.4,139.3,212.2,11.92,92.32,5.51,151.18,Apple
97.0,58.6,47.5,25.29,93.67,6.14,245.35,Rice
27.1,37.6,81.4,28.91,79.89,6.68,91.85,Groundnut
24.0,44.3,27.6,29.45,84.74,6.91,57.79,Mungbean
84.6,42.4,46.6,19.92,63.19,6.66,78.76,Maize
34.6,143.3,213.4,9.7,91.19,6.07,139.23,Apple
120.5,45.0,25.9,16.93,66.91,6.36,81.09,Wheat
