temperature,humidity,moisture,soil_type,crop_type,nitrogen,phosphorous,potassium,fertilizer
12.8,63.8,64.6,Black,Lentil,88.7,59.9,69.2,Balanced NPK 10-10-10
19.0,79.1,55.3,Sandy,Cotton,61.3,5.5,69.3,SSP (Single Super Phosphate)
21.2,68.2,54.6,Black,Grapes,69.4,9.9,128.3,SSP (Single Super Phosphate)
25.7,45.2,48.9,Clayey,Coffee,141.9,109.3,62.2,No Fertilizer Needed
27.7,45.3,60.1,Clayey,Maize,103.5,65.5,52.5,No Fertilizer Needed
16.8,51.7,79.8,Sandy,Mango,140.4,112.2,118.6,No Fertilizer Needed
12.7,61.3,23.3,Sandy,Mango,137.6,129.0,193.0,No Fertilizer Needed
26.2,20.6,70.6,Sandy,Rice,91.7,108.6,78.3,Balanced NPK 10-10-10
14.7,83.5,54.2,Sandy,Mango,55.9,104.7,153.2,No Fertilizer Needed
14.5,72.5,12.8,Black,Maize,55.7,112.5,30.0,Balanced NPK 10-10-10
38.3,42.8,46.0,Black,Mothbeans,35.7,104.2,156.4,Urea
34.3,81.7,82.8,Loamy,Pomegranate,105.4,89.1,145.2,No Fertilizer Needed
39.8,47.8,33.0,Red,Grapes,114.3,71.8,66.3,No Fertilizer Needed
22.7,49.4,30.7,Sandy,Pomegranate,23.4,60.6,167.3,Urea
40.7,86.7,34.4,Clayey,Pomegranate,30.4,43.5,66.4,Urea
30.6,62.1,57.6,Loamy,Maize,13.4,8.7,158.9,DAP (Diammonium Phosphate)
17.3,27.9,53.6,Clayey,Pomegranate,32.8,3.8,80.0,DAP (Diammonium Phosphate)
24.2,36.5,77.1,Sandy,Apple,129.6,102.4,97.4,No Fertilizer Needed
17.8,52.1,82.3,Black,Mango,61.7,59.7,9.5,MOP (Muriate of Potash)
39.2,94.7,63.0,Black,Lentil,55.3,36.0,204.0,SSP (Single Super Phosphate)
26.0,33.3,64.6,Loamy,Banana,51.2,22.5,124.4,SSP (Single Super Phosphate)
38.2,41.5,86.4,Red,Apple,113.9,127.0,206.5,No Fertilizer Needed
28.2,82.1,86.8,Red,Banana,95.7,72.1,183.0,Balanced NPK 10-10-10
44.7,65.3,61.5,Black,Groundnut,103.7,107.1,23.4,MOP (Muriate of Potash)
42.7,34.6,24.7,Red,Pomegranate,105.1,133.1,26.5,MOP (Muriate of Potash)
28.7,92.7,55.8,Clayey,Banana,11.9,51.5,81.4,Urea
36.2,66.0,52.9,Black,Apple,86.3,55.5,67.3,Balanced NPK 10-10-10
24.6,85.0,83.5,Sandy,Mango,130.8,8.9,34.7,SSP (Single Super Phosphate)
35.6,67.8,46.2,Loamy,Mungbean,33.7,146.3,127.4,Urea
36.0,20.9,44.7,Clayey,Mothbeans,143.5,57.0,188.8,No Fertilizer Needed
17.1,38.9,67.7,Loamy,Coffee,103.8,106.4,45.5,No Fertilizer Needed
43.3,92.3,25.7,Clayey,Mothbeans,111.8,37.1,187.2,SSP (Single Super Phosphate)
15.2,60.5,83.0,Red,Chickpea,110.8,147.2,158.9,No Fertilizer Needed
13.5,62.1,55.7,Red,Sugarcane,140.3,67.3,89.9,No Fertilizer Needed
29.3,78.4,80.5,Clayey,Papaya,65.5,80.3,73.1,Balanced NPK 10-10-10
11.1,45.3,28.6,Red,Wheat,98.6,50.3,55.5,Balanced NPK 10-10-10
10.9,23.7,26.5,Black,Coconut,64.8,92.3,6.3,MOP (Muriate of Potash)
33.7,62.1,68.3,Clayey,Mungbean,97.8,127.2,105.7,No Fertilizer Needed
11.7,48.6,44.0,Black,Lentil,117.4,91.5,77.4,No Fertilizer Needed
28.5,67.6,24.1,Sandy,Jute,44.7,131.2,78.8,Balanced NPK 10-10-10
21.5,44.8,17.3,Sandy,Mango,34.7,130.2,135.2,Urea
24.6,98.9,54.2,Red,Pomegranate,113.4,138.3,109.3,No Fertilizer Needed
42.6,94.3,19.2,Sandy,Papaya,12.3,94.1,58.9,Urea
18.9,59.5,43.7,Loamy,Cotton,110.9,147.2,208.7,No Fertilizer Needed
17.5,30.7,65.1,Black,Rice,78.9,70.0,181.3,Balanced NPK 10-10-10
16.4,74.8,40.1,Black,Maize,50.2,87.4,34.7,Balanced NPK 10-10-10
17.3,50.2,29.9,Clayey,Rice,99.5,9.6,153.6,SSP (Single Super Phosphate)
20.1,64.5,74.0,Black,Mungbean,114.1,14.3,144.3,SSP (Single Super Phosphate)
44.7,70.1,61.4,Loamy,Pigeonpeas,125.3,73.7,140.7,No Fertilizer Needed
27.3,35.1,64.7,Loamy,Cotton,123.5,74.9,93.7,No Fertilizer Needed
24.4,94.6,74.5,Black,Lentil,9.0,31.2,3.3,NPK 20-20-20
17.5,81.8,58.0,Red,Apple,78.6,113.9,174.2,No Fertilizer Needed
36.7,67.9,44.7,Loamy,Papaya,83.8,115.0,168.3,No Fertilizer Needed
16.3,53.2,88.1,Loamy,Wheat,10.2,137.7,208.4,Urea
36.4,30.5,26.8,Loamy,Sugarcane,116.9,71.8,71.3,No Fertilizer Needed
29.4,46.5,88.8,Black,Mango,145.5,101.9,166.6,No Fertilizer Needed
15.5,44.6,84.9,Sandy,Pomegranate,4.5,11.9,49.1,DAP (Diammonium Phosphate)
40.8,49.0,63.9,Black,Orange,143.0,86.4,86.3,No Fertilizer Needed
11.0,25.8,66.8,Black,Cotton,55.4,111.3,5.4,MOP (Muriate of Potash)
10.8,94.3,74.2,Clayey,Papaya,74.9,60.9,37.0,Balanced NPK 10-10-10
24.2,23.6,46.6,Clayey,Lentil,48.4,14.4,189.6,SSP (Single Super Phosphate)
21.6,61.1,60.8,Red,Pigeonpeas,136.6,36.7,19.1,SSP (Single Super Phosphate)
27.7,75.5,74.1,Red,Chickpea,34.8,67.6,127.5,Urea
15.5,66.9,38.2,Sandy,Grapes,50.2,35.0,31.8,SSP (Single Super Phosphate)
11.3,38.5,50.8,Sandy,Coconut,39.0,127.1,132.7,Urea
18.0,95.2,38.3,Clayey,Orange,29.7,44.5,163.1,Urea
34.6,92.1,56.5,Clayey,Cotton,32.5,77.0,79.6,Urea
14.5,78.6,62.2,Red,Coffee,131.8,75.2,30.8,No Fertilizer Needed
19.9,86.6,55.5,Red,Papaya,131.1,133.9,132.0,No Fertilizer Needed
23.0,61.4,58.7,Sandy,Wheat,98.9,132.3,19.2,MOP (Muriate of Potash)
27.9,28.1,55.2,Sandy,Grapes,109.3,72.4,177.3,No Fertilizer Needed
32.7,43.5,18.3,Red,Chickpea,119.4,133.9,216.3,No Fertilizer Needed
22.5,43.4,54.6,Clayey,Coffee,96.8,2.6,213.0,SSP (Single Super Phosphate)
33.5,79.2,57.4,Clayey,Orange,131.6,50.4,126.6,No Fertilizer Needed
38.0,71.0,77.9,Black,Pigeonpeas,148.1,3.6,185.6,SSP (Single Super Phosphate)
15.2,39.2,34.9,Sandy,Blackgram,92.7,111.0,204.7,No Fertilizer Needed
23.7,47.0,16.0,Sandy,Jute,66.2,149.3,78.6,Balanced NPK 10-10-10
26.9,97.7,14.8,Red,Blackgram,82.6,24.5,36.5,SSP (Single Super Phosphate)
17.7,84.6,29.9,Black,Blackgram,27.5,41.9,207.5,Urea
33.3,35.8,69.7,Sandy,Papaya,27.9,23.6,130.0,DAP (Diammonium Phosphate)
40.4,25.0,85.4,Red,Rice,20.4,19.8,202.8,DAP (Diammonium Phosphate)
29.4,77.0,35.7,Black,Jute,96.4,109.7,135.8,No Fertilizer Needed
24.8,75.4,73.2,Clayey,Banana,142.7,134.1,165.5,No Fertilizer Needed
16.5,59.8,67.7,Red,Banana,128.7,114.8,213.4,No Fertilizer Needed
25.2,62.1,67.9,Red,Grapes,58.1,39.5,7.8,SSP (Single Super Phosphate)
20.8,60.6,55.2,Loamy,Mango,124.4,20.8,98.6,SSP (Single Super Phosphate)
31.3,29.0,78.0,Loamy,Rice,23.6,138.0,172.3,Urea
10.4,97.6,42.7,Red,Sugarcane,74.3,47.2,89.6,Balanced NPK 10-10-10
19.5,65.8,84.6,Sandy,Rice,143.2,4.6,42.6,SSP (Single Super Phosphate)
36.3,25.3,10.8,Red,Banana,54.9,4.2,50.7,SSP (Single Super Phosphate)
21.3,47.6,73.0,Black,Mothbeans,53.6,30.1,206.3,SSP (Single Super Phosphate)
35.3,40.7,56.5,Black,Mungbean,107.3,146.7,217.9,No Fertilizer Needed
22.8,27.6,18.5,Sandy,Lentil,85.9,73.3,0.9,MOP (Muriate of Potash)
25.0,96.7,16.1,Clayey,Pomegranate,40.9,119.9,130.3,No Fertilizer Needed
18.1,47.2,60.3,Loamy,Wheat,133.8,36.9,205.5,SSP (Single Super Phosphate)
29.5,62.4,77.3,Loamy,Mothbeans,120.0,60.9,29.1,MOP (Muriate of Potash)
37.0,80.4,44.8,Loamy,Blackgram,146.0,51.6,101.9,No Fertilizer Needed
27.7,39.4,33.2,Black,Mango,119.4,55.9,78.6,No Fertilizer Needed
43.9,29.0,87.3,Sandy,Mungbean,19.6,51.4,110.1,Urea
18.9,52.6,33.2,Loamy,Mango,110.6,76.6,30.0,No Fertilizer Needed
36.8,26.6,38.8,Red,Chickpea,31.6,42.1,87.7,Urea
17.8,64.5,81.0,Clayey,Blackgram,93.9,86.9,128.3,No Fertilizer Needed
26.8,34.4,82.8,Loamy,Pigeonpeas,138.8,38.4,120.9,SSP (Single Super Phosphate)
39.8,21.9,34.0,Clayey,Banana,36.0,19.1,118.9,DAP (Diammonium Phosphate)
24.1,66.1,35.5,Black,Chickpea,139.7,135.6,180.8,No Fertilizer Needed
41.8,65.6,42.4,Sandy,Coconut,68.8,37.3,40.2,SSP (Single Super Phosphate)
36.2,88.8,79.5,Red,Coffee,77.6,43.1,53.8,Balanced NPK 10-10-10
28.3,89.4,30.1,Clayey,Coconut,18.2,38.2,38.0,DAP (Diammonium Phosphate)
42.5,88.7,50.3,Clayey,Jute,96.8,19.1,127.8,SSP (Single Super Phosphate)
32.9,41.2,52.6,Black,Rice,64.1,52.6,27.5,MOP (Muriate of Potash)
10.3,29.4,46.1,Clayey,Coconut,19.4,27.7,12.7,NPK 20-20-20
44.2,33.3,13.8,Loamy,Mungbean,87.1,87.8,86.2,No Fertilizer Needed
25.3,23.5,76.8,Sandy,Papaya,66.0,133.6,74.8,Balanced NPK 10-10-10
18.3,60.8,20.8,Red,Cotton,85.2,74.4,138.8,Balanced NPK 10-10-10
13.6,20.8,88.7,Sandy,Coconut,141.6,149.9,123.7,No Fertilizer Needed
33.1,26.1,10.6,Sandy,Mungbean,79.8,12.2,95.3,SSP (Single Super Phosphate)
10.5,30.0,41.7,Black,Mungbean,124.5,30.0,8.5,SSP (Single Super Phosphate)
37.0,26.0,17.3,Loamy,Grapes,76.6,121.9,207.1,No Fertilizer Needed
16.9,48.6,19.2,Clayey,Papaya,56.1,72.3,127.7,Balanced NPK 10-10-10
24.9,72.6,22.8,Clayey,Mango,38.6,105.3,40.0,Urea
41.9,53.6,71.5,Loamy,Pomegranate,2.6,17.8,167.4,DAP (Diammonium Phosphate)
40.4,92.5,53.3,Loamy,Mungbean,110.2,15.5,33.8,SSP (Single Super Phosphate)
20.6,63.4,49.4,Red,Pomegranate,88.6,110.4,213.2,No Fertilizer Needed
38.4,54.2,65.2,Sandy,Lentil,97.1,113.6,22.8,MOP (Muriate of Potash)
31.8,47.2,84.1,Red,Blackgram,57.5,9.3,209.4,SSP (Single Super Phosphate)
26.7,75.3,38.7,Loamy,Coffee,31.2,82.3,202.6,Urea
13.8,23.1,20.6,Sandy,Banana,63.3,50.3,218.4,Balanced NPK 10-10-10
41.2,79.8,21.5,Black,Cotton,134.1,101.2,89.1,No Fertilizer Needed
43.0,33.3,47.4,Clayey,Blackgram,64.5,14.3,192.0,SSP (Single Super Phosphate)
25.0,91.0,60.3,Black,Maize,102.3,24.0,134.9,SSP (Single Super Phosphate)
41.0,85.9,75.7,Clayey,Banana,81.1,22.4,171.4,SSP (Single Super Phosphate)
20.0,74.3,79.4,Black,Mothbeans,32.0,139.5,72.3,Urea
28.4,45.0,64.8,Loamy,Rice,2.9,11.8,9.1,NPK 20-20-20
23.7,23.0,89.5,Clayey,Blackgram,144.6,24.3,181.3,SSP (Single Super Phosphate)
20.5,88.0,50.3,Clayey,Wheat,8.3,28.5,216.8,DAP (Diammonium Phosphate)
27.9,29.0,41.7,Clayey,Orange,93.9,15.3,40.8,SSP (Single Super Phosphate)
24.8,29.6,77.0,Sandy,Pomegranate,58.4,120.4,152.0,No Fertilizer Needed
17.3,35.2,38.5,Clayey,Maize,129.7,49.9,215.4,No Fertilizer Needed
28.5,31.9,38.4,Red,Orange,144.5,68.4,48.1,No Fertilizer Needed
16.1,62.9,78.7,Clayey,Lentil,144.8,138.0,125.3,No Fertilizer Needed
20.3,57.4,16.4,Loamy,Pigeonpeas,76.6,126.6,173.8,No Fertilizer Needed
17.3,66.4,65.2,Red,Sugarcane,65.1,47.7,51.3,Balanced NPK 10-10-10
19.7,84.9,83.7,Loamy,Sugarcane,149.6,112.0,201.4,No Fertilizer Needed
16.4,66.0,30.1,Sandy,Maize,97.8,7.0,52.4,SSP (Single Super Phosphate)
28.1,71.5,63.0,Red,Groundnut,26.7,113.9,167.2,Urea
16.9,69.8,38.1,Loamy,Lentil,149.0,136.3,43.7,No Fertilizer Needed
25.4,85.2,32.4,Sandy,Pomegranate,93.6,49.9,5.9,MOP (Muriate of Potash)
44.9,72.0,42.8,Black,Coconut,4.2,23.8,130.8,DAP (Diammonium Phosphate)
43.4,87.4,84.5,Red,Blackgram,58.2,33.7,71.4,SSP (Single Super Phosphate)
36.6,87.7,36.7,Sandy,Coffee,3.1,58.9,100.9,Urea
17.2,79.2,21.3,Loamy,Sugarcane,147.5,60.3,196.4,No Fertilizer Needed
31.7,60.5,34.2,Black,Orange,67.5,133.5,33.5,Balanced NPK 10-10-10
44.8,98.6,18.4,Loamy,Coffee,63.8,114.1,35.2,Balanced NPK 10-10-10
12.5,81.3,35.1,Red,Pomegranate,102.5,114.9,150.6,No Fertilizer Needed
14.4,73.0,46.6,Black,Mothbeans,22.0,28.0,175.8,DAP (Diammonium Phosphate)
25.4,67.4,74.1,Black,Blackgram,93.9,1.9,102.2,SSP (Single Super Phosphate)
24.6,27.5,33.8,Clayey,Pigeonpeas,96.9,33.5,65.5,SSP (Single Super Phosphate)
24.7,25.6,24.1,Black,Grapes,105.2,16.1,25.6,SSP (Single Super Phosphate)
15.5,59.8,49.3,Black,Wheat,97.6,18.7,81.3,SSP (Single Super Phosphate)
34.5,69.8,54.1,Loamy,Coffee,9.2,122.8,75.0,Urea
22.3,83.1,66.8,Sandy,Mungbean,122.4,60.8,68.9,No Fertilizer Needed
22.9,73.1,63.0,Loamy,Jute,103.3,22.4,196.0,SSP (Single Super Phosphate)
19.9,34.7,69.5,Black,Jute,48.5,131.5,2.0,MOP (Muriate of Potash)
44.7,34.9,58.9,Loamy,Coffee,105.3,56.0,141.6,No Fertilizer Needed
43.9,51.8,58.4,Loamy,Coconut,42.1,137.1,189.8,No Fertilizer Needed
20.1,79.7,75.8,Clayey,Mango,134.3,12.0,165.2,SSP (Single Super Phosphate)
29.6,36.5,66.8,Loamy,Apple,116.7,35.3,109.0,SSP (Single Super Phosphate)
12.2,55.3,86.0,Red,Papaya,59.4,58.3,63.5,Balanced NPK 10-10-10
10.2,31.8,25.7,Red,Papaya,65.6,117.4,81.7,No Fertilizer Needed
39.5,87.7,63.4,Red,Grapes,37.1,37.5,21.0,NPK 20-20-20
26.8,32.3,78.2,Loamy,Groundnut,125.9,16.2,62.3,SSP (Single Super Phosphate)
18.4,56.2,31.9,Red,Wheat,109.2,58.3,92.5,No Fertilizer Needed
32.7,54.3,24.7,Sandy,Rice,69.9,76.5,155.4,Balanced NPK 10-10-10
14.7,40.9,73.2,Clayey,Coffee,72.1,118.5,167.8,No Fertilizer Needed
19.2,70.3,40.2,Black,Coffee,146.5,113.8,99.3,No Fertilizer Needed
36.4,39.6,80.0,Black,Coconut,42.7,117.5,137.2,No Fertilizer Needed
25.1,92.8,77.5,Clayey,Coffee,60.9,109.2,32.6,Balanced NPK 10-10-10
19.0,79.1,16.6,Red,Lentil,118.8,117.9,176.8,No Fertilizer Needed
31.2,37.4,45.0,Loamy,Lentil,17.3,85.9,33.8,Urea
31.3,55.7,41.0,Sandy,Apple,144.9,144.3,85.2,No Fertilizer Needed
29.8,79.5,47.8,Sandy,Mungbean,14.0,30.6,178.9,DAP (Diammonium Phosphate)
24.3,41.2,88.0,Sandy,Wheat,80.3,122.7,202.2,No Fertilizer Needed
25.0,46.8,25.7,Red,Pigeonpeas,115.3,25.2,59.1,SSP (Single Super Phosphate)
15.9,56.4,79.2,Loamy,Rice,38.0,110.0,110.1,Urea
16.7,44.5,60.4,Black,Banana,72.0,132.3,56.7,Balanced NPK 10-10-10
44.3,74.5,85.8,Loamy,Rice,149.0,129.5,19.4,MOP (Muriate of Potash)
29.0,22.5,37.1,Red,Mothbeans,10.5,54.1,90.0,Urea
21.6,90.8,54.3,Loamy,Mango,127.1,60.7,47.3,No Fertilizer Needed
31.0,79.2,35.8,Sandy,Mungbean,15.9,121.3,15.3,MOP (Muriate of Potash)
14.4,62.2,33.5,Black,Pomegranate,120.2,127.5,47.9,No Fertilizer Needed
26.7,25.4,76.8,Loamy,Mango,97.9,56.6,45.5,Balanced NPK 10-10-10
16.6,68.4,75.7,Clayey,Rice,22.4,27.2,50.0,DAP (Diammonium Phosphate)
17.9,74.2,73.1,Clayey,Lentil,0.4,100.3,51.4,Urea
34.2,52.7,76.5,Loamy,Mango,102.6,47.0,26.9,MOP (Muriate of Potash)
41.7,89.9,43.8,Black,Coffee,129.8,37.3,93.9,SSP (Single Super Phosphate)
44.1,48.1,41.2,Red,Coffee,57.0,56.4,150.2,Balanced NPK 10-10-10
14.4,78.4,49.5,Clayey,Groundnut,8.4,84.7,160.3,Urea
10.4,63.0,61.8,Red,Sugarcane,1.0,39.1,39.6,DAP (Diammonium Phosphate)
21.3,80.1,38.7,Red,Grapes,74.9,139.0,208.3,No Fertilizer Needed
35.3,96.1,23.5,Loamy,Maize,59.5,101.8,9.2,MOP (Muriate of Potash)
40.8,26.8,62.7,Loamy,Mungbean,148.2,55.5,117.5,No Fertilizer Needed
29.5,94.4,45.1,Black,Papaya,27.9,130.6,70.7,Urea
40.7,80.6,34.9,Clayey,Pigeonpeas,109.0,54.0,199.5,No Fertilizer Needed
34.3,39.6,76.9,Black,Rice,23.3,147.8,6.8,MOP (Muriate of Potash)
18.5,62.4,28.8,Sandy,Grapes,94.8,49.0,39.5,Balanced NPK 10-10-10
37.4,68.6,40.3,Sandy,Blackgram,119.4,59.3,126.2,No Fertilizer Needed
22.9,99.7,52.4,Black,Coconut,51.0,80.8,41.8,Balanced NPK 10-10-10
28.1,65.7,72.3,Sandy,Cotton,35.9,16.7,1.1,NPK 20-20-20
21.9,26.5,61.3,Red,Coffee,74.1,88.9,65.5,Balanced NPK 10-10-10
35.0,48.0,33.4,Sandy,Groundnut,54.5,33.5,42.3,SSP (Single Super Phosphate)
42.4,51.7,17.0,Sandy,Maize,105.4,83.5,76.5,No Fertilizer Needed
37.5,70.4,88.2,Clayey,Grapes,48.2,116.6,133.8,No Fertilizer Needed
25.8,39.1,79.1,Clayey,Mothbeans,76.4,141.6,62.1,Balanced NPK 10-10-10
28.0,35.6,82.1,Red,Mango,75.8,28.2,31.1,SSP (Single Super Phosphate)
25.3,90.4,35.8,Loamy,Mothbeans,91.8,98.2,42.0,Balanced NPK 10-10-10
32.4,89.3,78.7,Red,Jute,4.7,94.4,6.9,MOP (Muriate of Potash)
39.5,54.4,22.8,Sandy,Coconut,63.0,55.7,203.7,Balanced NPK 10-10-10
37.9,66.5,27.6,Clayey,Maize,48.2,88.5,3.5,MOP (Muriate of Potash)
10.6,80.7,76.9,Clayey,Jute,86.2,40.4,90.2,Balanced NPK 10-10-10
19.2,23.5,75.6,Clayey,Mango,35.5,66.8,54.0,Urea
34.7,35.2,31.7,Loamy,Mungbean,23.0,98.1,50.8,Urea
27.8,60.2,45.7,Clayey,Groundnut,54.1,41.4,170.2,Balanced NPK 10-10-10
20.0,26.9,87.7,Black,Mango,92.4,25.5,20.4,SSP (Single Super Phosphate)
18.1,32.6,13.6,Clayey,Grapes,112.7,145.7,26.6,MOP (Muriate of Potash)
33.0,89.3,77.5,Clayey,Mungbean,133.1,3.4,174.9,SSP (Single Super Phosphate)
26.1,40.3,32.4,Clayey,Coconut,87.5,31.3,90.9,SSP (Single Super Phosphate)
26.6,80.7,50.5,Red,Papaya,40.5,101.3,191.1,No Fertilizer Needed
40.5,22.2,62.3,Clayey,Mothbeans,17.1,36.2,123.3,DAP (Diammonium Phosphate)
31.2,87.7,18.4,Sandy,Pigeonpeas,64.6,98.7,111.1,No Fertilizer Needed
25.6,74.1,38.2,Loamy,Orange,82.5,118.7,128.8,No Fertilizer Needed
34.8,62.6,53.2,Red,Banana,59.5,65.3,201.3,Balanced NPK 10-10-10
42.1,62.8,16.0,Black,Apple,144.4,97.6,103.1,No Fertilizer Needed
30.8,82.4,28.9,Red,Sugarcane,140.1,22.7,7.7,SSP (Single Super Phosphate)
40.0,74.5,60.8,Red,Pigeonpeas,76.8,39.8,199.5,SSP (Single Super Phosphate)
14.9,53.8,28.6,Red,Grapes,83.7,148.1,164.3,No Fertilizer Needed
15.7,74.2,30.9,Black,Pigeonpeas,4.4,98.9,93.1,Urea
23.6,82.6,37.2,Sandy,Papaya,142.3,140.4,133.1,No Fertilizer Needed
27.0,65.6,67.0,Clayey,Mango,5.1,103.7,38.0,Urea
40.3,65.9,26.4,Loamy,Grapes,71.2,111.7,216.3,No Fertilizer Needed
30.1,39.6,71.0,Clayey,Mothbeans,92.2,7.5,167.3,SSP (Single Super Phosphate)
30.0,30.3,65.3,Sandy,Pomegranate,15.5,1.2,196.7,DAP (Diammonium Phosphate)
24.7,58.6,77.1,Red,Jute,21.7,90.6,0.6,MOP (Muriate of Potash)
29.7,29.0,51.7,Black,Orange,121.7,41.6,193.2,No Fertilizer Needed
29.8,77.4,63.2,Loamy,Jute,51.9,148.6,188.8,No Fertilizer Needed
17.6,67.9,71.0,Loamy,Rice,48.0,63.1,144.2,Balanced NPK 10-10-10
21.6,52.6,17.6,Black,Coconut,4.0,80.1,89.3,Urea
42.4,95.4,87.7,Loamy,Pomegranate,145.5,57.0,165.7,No Fertilizer Needed
35.2,78.2,69.8,Loamy,Sugarcane,1.6,82.3,94.8,Urea
42.3,25.6,72.8,Sandy,Papaya,88.4,131.9,177.7,No Fertilizer Needed
14.5,60.6,56.2,Clayey,Pigeonpeas,40.8,64.9,164.6,Balanced NPK 10-10-10
30.2,29.4,63.3,Sandy,Blackgram,122.8,11.5,78.5,SSP (Single Super Phosphate)
20.3,31.7,27.3,Red,Blackgram,20.2,132.3,25.8,MOP (Muriate of Potash)
26.2,82.0,87.6,Red,Banana,34.6,5.8,88.7,DAP (Diammonium Phosphate)
15.7,66.0,79.6,Red,Chickpea,50.2,49.8,120.3,Balanced NPK 10-10-10
17.8,22.3,25.2,Black,Cotton,9.5,94.5,214.4,Urea
42.8,98.7,71.4,Red,Orange,135.1,149.3,52.4,No Fertilizer Needed
18.1,46.4,36.5,Red,Jute,119.7,108.6,105.0,No Fertilizer Needed
35.1,40.4,10.6,Red,Cotton,54.5,83.4,84.8,No Fertilizer Needed
15.4,21.1,32.2,Black,Sugarcane,21.4,22.2,38.5,DAP (Diammonium Phosphate)
20.1,23.2,79.5,Loamy,Mango,20.0,84.8,189.3,Urea
17.8,28.1,28.2,Loamy,Grapes,113.7,38.4,67.5,SSP (Single Super Phosphate)
20.1,51.6,45.7,Clayey,Rice,55.6,71.7,112.6,Balanced NPK 10-10-10
12.8,74.8,12.4,Black,Rice,63.1,51.8,79.8,Balanced NPK 10-10-10
14.1,98.1,62.4,Red,Jute,113.0,4.3,56.7,SSP (Single Super Phosphate)
32.9,40.1,81.7,Loamy,Papaya,1.0,103.9,68.7,Urea
44.1,29.1,80.8,Loamy,Mango,135.9,120.8,75.7,No Fertilizer Needed
36.6,26.5,28.1,Black,Groundnut,85.2,40.8,128.7,Balanced NPK 10-10-10
41.1,37.9,36.3,Clayey,Cotton,67.7,100.8,90.6,No Fertilizer Needed
29.7,44.9,37.5,Sandy,Sugarcane,148.9,3.5,40.7,SSP (Single Super Phosphate)
36.2,81.5,63.5,Loamy,Sugarcane,112.6,113.2,102.2,No Fertilizer Needed
30.6,64.8,37.0,Loamy,Sugarcane,111.9,118.5,70.3,No Fertilizer Needed
31.8,39.0,26.5,Sandy,Orange,63.8,147.4,214.9,No Fertilizer Needed
19.0,25.9,29.7,Clayey,Coffee,121.0,106.5,126.0,No Fertilizer Needed
39.8,45.3,37.7,Clayey,Mungbean,29.3,124.6,214.9,Urea
36.8,48.1,41.5,Black,Mango,125.9,98.7,194.7,No Fertilizer Needed
28.5,69.6,62.7,Sandy,Wheat,55.0,40.7,87.6,Balanced NPK 10-10-10
31.8,69.6,74.7,Clayey,Banana,73.3,90.3,75.6,Balanced NPK 10-10-10
15.2,32.0,68.0,Sandy,Rice,144.1,93.6,63.4,No Fertilizer Needed
10.0,53.5,87.2,Clayey,Mungbean,113.9,28.0,196.9,SSP (Single Super Phosphate)
41.9,45.0,23.1,Black,Wheat,51.7,138.7,98.6,No Fertilizer Needed
17.1,24.6,61.6,Loamy,Coconut,74.3,17.2,210.0,SSP (Single Super Phosphate)
26.7,20.0,21.0,Black,Jute,82.1,53.7,40.7,Balanced NPK 10-10-10
41.3,26.7,34.3,Red,Wheat,10.3,84.2,167.8,Urea
39.3,31.8,72.5,Sandy,Pigeonpeas,62.1,69.4,60.3,Balanced NPK 10-10-10
22.8,68.8,38.0,Red,Apple,86.9,94.6,23.8,MOP (Muriate of Potash)
37.1,25.9,62.0,Sandy,Maize,116.0,96.8,110.1,No Fertilizer Needed
19.1,87.5,62.0,Red,Wheat,64.9,135.9,175.5,No Fertilizer Needed
21.5,36.0,45.9,Sandy,Cotton,21.3,127.5,112.4,Urea
44.7,68.2,51.8,Black,Mothbeans,94.4,67.5,142.5,Balanced NPK 10-10-10
44.2,71.7,38.8,Sandy,Coconut,67.2,15.2,65.1,SSP (Single Super Phosphate)
13.8,62.8,35.2,Black,Pigeonpeas,51.3,141.3,87.6,No Fertilizer Needed
24.4,65.1,86.1,Sandy,Pigeonpeas,70.6,73.9,74.0,Balanced NPK 10-10-10
31.0,69.2,53.3,Black,Coconut,25.2,146.9,157.4,Urea
13.1,74.4,72.8,Clayey,Chickpea,66.7,89.9,216.2,No Fertilizer Needed
40.7,60.8,21.7,Black,Pigeonpeas,131.1,124.1,59.8,No Fertilizer Needed
39.3,57.7,64.1,Sandy,Coconut,126.0,117.7,134.7,No Fertilizer Needed
13.6,67.7,58.7,Loamy,Pomegranate,122.7,111.7,165.7,No Fertilizer Needed
17.6,70.6,21.6,Black,Mango,23.0,127.6,219.8,Urea
33.3,55.7,15.7,Black,Cotton,6.7,133.3,182.6,Urea
38.0,49.6,24.3,Sandy,Banana,15.5,112.4,59.3,Urea
11.4,90.3,54.8,Sandy,Rice,80.3,72.8,184.3,Balanced NPK 10-10-10
19.5,95.2,32.9,Clayey,Mango,111.7,82.1,49.4,No Fertilizer Needed
18.9,25.5,66.4,Red,Maize,44.2,78.2,83.1,Balanced NPK 10-10-10
42.9,53.1,68.1,Sandy,Apple,73.9,70.1,48.0,Balanced NPK 10-10-10
12.4,83.4,69.3,Loamy,Wheat,22.0,92.5,164.3,Urea
21.1,98.4,75.7,Sandy,Banana,14.4,17.0,63.8,DAP (Diammonium Phosphate)
13.4,30.6,41.6,Sandy,Coconut,135.3,51.3,216.9,No Fertilizer Needed
23.3,92.3,73.1,Black,Mungbean,116.5,74.4,10.9,MOP (Muriate of Potash)
